iter	Logloss
669	0.0133661246
670	0.01335628381
671	0.01332469871
672	0.01330477066
673	0.01329381814
674	0.01326159681
675	0.01324429941
676	0.01320245025
677	0.01318896754
678	0.01315973046
679	0.01314040382
680	0.0131092393
681	0.01307544414
682	0.01300122497
683	0.01297533646
684	0.01295813818
685	0.01294103365
686	0.01293686802
687	0.01291917817
688	0.01291586576
689	0.01290026943
690	0.01285526458
691	0.01283133432
692	0.01277994306
693	0.01275790407
694	0.01272774814
695	0.01270068897
696	0.01269542367
697	0.01265743877
698	0.01262951969
699	0.01261593787
700	0.01260327355
701	0.0125865588
702	0.0125783414
703	0.01257128126
704	0.01253282756
705	0.0124652091
706	0.01244176506
707	0.01243825173
708	0.01240931066
709	0.01235555799
710	0.01233923033
711	0.01230108604
712	0.01227299283
713	0.01225587491
714	0.01220568512
715	0.01219700829
716	0.01217864604
717	0.01216775916
718	0.01214786594
719	0.01214242383
720	0.01212046923
721	0.01209758641
722	0.01208516721
723	0.01204087225
724	0.0120292902
725	0.01200999571
726	0.01196060154
727	0.01192923342
728	0.01190504599
729	0.01188397541
730	0.01187184955
731	0.01186874207
732	0.01184990701
733	0.01182394885
734	0.01179061043
735	0.01177958692
736	0.01175913114
737	0.01173404361
738	0.01169407234
739	0.01165084089
740	0.01162083765
741	0.01156472356
742	0.01153554273
743	0.01151787297
744	0.01145400894
745	0.01144759307
746	0.01142580322
747	0.01138149754
748	0.01134594773
749	0.01133491216
750	0.01132024808
751	0.01129331348
752	0.01128251097
753	0.0112623713
754	0.01125180319
755	0.0112262261
756	0.01121814063
757	0.01118050532
758	0.01116347581
759	0.01112825884
760	0.0111098035
761	0.01110054603
762	0.01108482313
763	0.01107622666
764	0.01104786088
765	0.01100626688
766	0.01100039147
767	0.01099430845
768	0.01098531686
769	0.01095693567
770	0.01092642077
771	0.01089826193
772	0.01084710373
773	0.01083117857
774	0.01078822104
775	0.01077740849
776	0.01074035985
777	0.01073676281
778	0.01067637192
779	0.01065744711
780	0.01064286406
781	0.01062804126
782	0.01062489494
783	0.01060730956
784	0.01057040624
785	0.01056167651
786	0.01055242506
787	0.01054932964
788	0.01053843471
789	0.01050431943
790	0.01047100713
791	0.01045468885
792	0.0104387369
793	0.0104176958
794	0.01040789652
795	0.01038667459
796	0.01037278738
797	0.01036161653
798	0.01033977846
799	0.01032031587
800	0.0102912422
801	0.01027016827
802	0.01025422503
803	0.01024147232
804	0.01023540403
805	0.01022781147
806	0.01021166866
807	0.01020645827
808	0.01020581267
809	0.01019336333
810	0.01018723477
811	0.01016415371
812	0.01015555323
813	0.01013578056
814	0.0101311843
815	0.01010772151
816	0.01009856717
817	0.01009396556
818	0.0100845286
819	0.0100672312
820	0.01004527459
821	0.0100341379
822	0.01002578722
823	0.01000843892
824	0.009956675969
825	0.009922654441
826	0.009905862005
827	0.009896135062
828	0.009884326645
829	0.009868162402
830	0.009856613834
831	0.009821357352
832	0.009791912657
833	0.009777671835
834	0.009767343489
835	0.009747475721
836	0.009745100911
837	0.00974390346
838	0.009731194946
839	0.009696355027
840	0.009672014231
841	0.009644805715
842	0.009640806177
843	0.009624408872
844	0.009612403559
845	0.009606588423
846	0.009590130174
847	0.009579847368
848	0.009568789032
849	0.009549110123
850	0.009546080332
851	0.009533129381
852	0.009512629402
853	0.009474388669
854	0.009465272507
855	0.00944434257
856	0.009432404229
857	0.009409985516
858	0.009401449327
859	0.00939584783
860	0.00938383381
861	0.00937177358
862	0.009363174438
863	0.009352304293
864	0.009308603372
865	0.009300927768
866	0.009296954348
867	0.009285519632
868	0.009273478154
869	0.009267656991
870	0.009257568402
871	0.009250154656
872	0.009242237284
873	0.00923944859
874	0.009194984865
875	0.009190939785
876	0.00918712174
877	0.00918343027
878	0.009173075135
879	0.009110669741
880	0.009103050393
881	0.009092744817
882	0.009082819639
883	0.009045690633
884	0.009035180124
885	0.00901753514
886	0.009012719219
887	0.008992512574
888	0.008990118343
889	0.008972198776
890	0.008967899205
891	0.008947488297
892	0.0089338462
893	0.008921572332
894	0.008915256248
895	0.008895707264
896	0.008893750357
897	0.008888094613
898	0.008878995863
899	0.008870817302
900	0.008865821228
901	0.008849257834
902	0.008840639939
903	0.008834694209
904	0.00880511825
905	0.008769799484
906	0.008763883891
907	0.008757770731
908	0.008732882778
909	0.008721588033
910	0.008701568239
911	0.008696593595
912	0.008688211441
913	0.008682790767
914	0.008672132251
915	0.008660002371
916	0.008654381452
917	0.008640827758
918	0.008625431677
919	0.008600251059
920	0.00859573517
921	0.008590260918
922	0.008587651038
923	0.008582483517
924	0.008561899823
925	0.008555646023
926	0.008545374602
927	0.00853903374
928	0.008524214284
929	0.008514522167
930	0.008502605256
931	0.008494129342
932	0.008491049992
933	0.008484887273
934	0.00847631492
935	0.008459001445
936	0.008446759052
937	0.008436245865
938	0.008431217644
939	0.00840722443
940	0.008372584086
941	0.008352664749
942	0.00832833333
943	0.008323510711
944	0.008316220862
945	0.008301704117
946	0.008294464497
947	0.008292716541
948	0.008284540659
949	0.008272090655
950	0.008257445325
951	0.008248095432
952	0.008244881469
953	0.008236834842
954	0.008229666881
955	0.008227428693
956	0.008206531573
957	0.008201810751
958	0.008196868923
959	0.008189930005
960	0.008182414462
961	0.008178711607
962	0.008167963349
963	0.008158987828
964	0.008146031519
965	0.008124764046
966	0.008116219821
967	0.008088062319
968	0.008079829511
969	0.008063167668
970	0.008053562614
971	0.008043591896
972	0.0080206863
973	0.008013040832
974	0.008000486352
975	0.007994041684
976	0.007961569877
977	0.007956492767
978	0.007952082023
979	0.007941495836
980	0.007925812448
981	0.007924878195
982	0.007912594281
983	0.007906050495
984	0.007889606979
985	0.007877967331
986	0.007865766461
987	0.007826892178
988	0.007817174611
989	0.007808462957
990	0.007797937715
991	0.007795984825
992	0.007777986232
993	0.007758694418
994	0.007747094283
995	0.00773671102
996	0.007711559199
997	0.007693819116
998	0.007683424467
999	0.007675391904
